"","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","evenness","celaantal","gini_thas","gini_wittebolle","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10"
"1",1875000,1875,937.5,1875,1875,937.5,1875,937.5,937.5,1875,0.0244813672679457,1888125,0.812765189130631,0.894041708043694,187.5,187.5,93.75,187.5,187.5,93.75,187.5,93.75,93.75,187.5,1e+07,10000,10000,10000,10000,10000,10000,10000,10000,10000
"2",789.473684210526,1578.94736842105,1578947.36842105,1578.94736842105,1578.94736842105,1578.94736842105,1578.94736842105,1578.94736842105,1578.94736842105,1578.94736842105,0.0291102257989895,1592368.42105263,0.810880245188624,0.891968269707486,78.9473684210526,157.894736842105,157.894736842105,157.894736842105,157.894736842105,157.894736842105,157.894736842105,157.894736842105,157.894736842105,157.894736842105,10000,10000,1e+07,10000,10000,10000,10000,10000,10000,10000
"3",1250,1250,12500,2500,1250,1250,1250,1250,1250,2500000,0.0299198497414152,2523750,0.81313881759647,0.894452699356117,125,125,125,250,125,125,125,125,125,250,10000,10000,1e+05,10000,10000,10000,10000,10000,10000,1e+07
"4",1250,1250,1250,1250,2500,12500,1250,1250,1250,2500000,0.0299198497414152,2523750,0.81313881759647,0.894452699356117,125,125,125,125,250,125,125,125,125,250,10000,10000,10000,10000,10000,1e+05,10000,10000,10000,1e+07
"5",1153.84615384615,11538.4615384615,1153.84615384615,2307692.30769231,1153.84615384615,2307.69230769231,1153.84615384615,1153.84615384615,1153.84615384615,2307.69230769231,0.0314582450354266,2330769.23076923,0.812871287128713,0.894158415841584,115.384615384615,115.384615384615,115.384615384615,230.769230769231,115.384615384615,230.769230769231,115.384615384615,115.384615384615,115.384615384615,230.769230769231,10000,1e+05,10000,1e+07,10000,10000,10000,10000,10000,10000
"6",1153.84615384615,11538.4615384615,2307.69230769231,2307692.30769231,1153.84615384615,2307.69230769231,1153.84615384615,1153.84615384615,1153.84615384615,1153.84615384615,0.0314582450354266,2330769.23076923,0.812871287128713,0.894158415841584,115.384615384615,115.384615384615,230.769230769231,230.769230769231,115.384615384615,230.769230769231,115.384615384615,115.384615384615,115.384615384615,115.384615384615,10000,1e+05,10000,1e+07,10000,10000,10000,10000,10000,10000
"7",11538.4615384615,2307692.30769231,1153.84615384615,1153.84615384615,2307.69230769231,1153.84615384615,1153.84615384615,1153.84615384615,2307.69230769231,1153.84615384615,0.0314582450354266,2330769.23076923,0.812871287128713,0.894158415841584,115.384615384615,230.769230769231,115.384615384615,115.384615384615,230.769230769231,115.384615384615,115.384615384615,115.384615384615,230.769230769231,115.384615384615,1e+05,1e+07,10000,10000,10000,10000,10000,10000,10000,10000
"8",1071.42857142857,10714.2857142857,1071.42857142857,1071.42857142857,2142857.14285714,2142.85714285714,2142.85714285714,1071.42857142857,1071.42857142857,2142.85714285714,0.0329952243010802,2165357.14285714,0.812514056947506,0.893765462642256,107.142857142857,107.142857142857,107.142857142857,107.142857142857,214.285714285714,214.285714285714,214.285714285714,107.142857142857,107.142857142857,214.285714285714,10000,1e+05,10000,10000,1e+07,10000,10000,10000,10000,10000
"9",10714.2857142857,1071.42857142857,2142857.14285714,2142.85714285714,2142.85714285714,2142.85714285714,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,0.0329952243010802,2165357.14285714,0.812514056947506,0.893765462642256,107.142857142857,107.142857142857,214.285714285714,214.285714285714,214.285714285714,214.285714285714,107.142857142857,107.142857142857,107.142857142857,107.142857142857,1e+05,10000,1e+07,10000,10000,10000,10000,10000,10000,10000
"10",1071.42857142857,2142.85714285714,2142.85714285714,1071.42857142857,1071.42857142857,1071.42857142857,10714.2857142857,1071.42857142857,2142.85714285714,2142857.14285714,0.0329952243010802,2165357.14285714,0.812514056947506,0.893765462642256,107.142857142857,214.285714285714,214.285714285714,107.142857142857,107.142857142857,107.142857142857,107.142857142857,107.142857142857,214.285714285714,214.285714285714,10000,10000,10000,10000,10000,10000,1e+05,10000,10000,1e+07
"11",1071.42857142857,1071.42857142857,1071.42857142857,2142.85714285714,2142.85714285714,2142.85714285714,2142857.14285714,1071.42857142857,1071.42857142857,10714.2857142857,0.0329952243010802,2165357.14285714,0.812514056947506,0.893765462642256,107.142857142857,107.142857142857,107.142857142857,214.285714285714,214.285714285714,214.285714285714,214.285714285714,107.142857142857,107.142857142857,107.142857142857,10000,10000,10000,10000,10000,10000,1e+07,10000,10000,1e+05
"12",1071.42857142857,1071.42857142857,1071.42857142857,2142.85714285714,2142.85714285714,2142.85714285714,1071.42857142857,1071.42857142857,2142857.14285714,10714.2857142857,0.0329952243010802,2165357.14285714,0.812514056947506,0.893765462642256,107.142857142857,107.142857142857,107.142857142857,214.285714285714,214.285714285714,214.285714285714,107.142857142857,107.142857142857,214.285714285714,107.142857142857,10000,10000,10000,10000,10000,10000,10000,10000,1e+07,1e+05
"13",10000,1000,1000,2000,1000,2000,2000,2000,2e+06,1000,0.0345307895866963,2022000,0.812067260138477,0.893273986152325,100,100,100,200,100,200,200,200,200,100,1e+05,10000,10000,10000,10000,10000,10000,10000,1e+07,10000
"14",2000,2000,2000,2000,1000,1000,1000,1000,2e+06,10000,0.0345307895866963,2022000,0.812067260138477,0.893273986152325,200,200,200,200,100,100,100,100,200,100,10000,10000,10000,10000,10000,10000,10000,10000,1e+07,1e+05
"15",2000,2e+06,1000,1000,2000,10000,1000,2000,2000,1000,0.0345307895866963,2022000,0.812067260138477,0.893273986152325,200,200,100,100,200,100,100,200,200,100,10000,1e+07,10000,10000,10000,1e+05,10000,10000,10000,10000
"16",2000,2000,1000,1000,2000,10000,2000,2e+06,1000,1000,0.0345307895866963,2022000,0.812067260138477,0.893273986152325,200,200,100,100,200,100,200,200,100,100,10000,10000,10000,10000,10000,1e+05,10000,1e+07,10000,10000
"17",1153.84615384615,2307.69230769231,2307.69230769231,1153.84615384615,1153846.15384615,1153.84615384615,1153.84615384615,1153.84615384615,1153.84615384615,2307.69230769231,0.0389688722132824,1167692.30769231,0.80901904419691,0.889920948616601,115.384615384615,230.769230769231,230.769230769231,115.384615384615,115.384615384615,115.384615384615,115.384615384615,115.384615384615,115.384615384615,230.769230769231,10000,10000,10000,10000,1e+07,10000,10000,10000,10000,10000
"18",1363.63636363636,1363.63636363636,1363.63636363636,1363636.36363636,1363.63636363636,1363.63636363636,1363.63636363636,1363.63636363636,2727.27272727273,13636.3636363636,0.0537070005016884,1389545.45454545,0.808189847444018,0.88900883218842,136.363636363636,136.363636363636,136.363636363636,136.363636363636,136.363636363636,136.363636363636,136.363636363636,136.363636363636,272.727272727273,136.363636363636,10000,10000,10000,1e+07,10000,10000,10000,10000,10000,1e+05
"19",1153.84615384615,2307.69230769231,1153.84615384615,1153846.15384615,2307.69230769231,1153.84615384615,1153.84615384615,11538.4615384615,1153.84615384615,2307.69230769231,0.0591666040124892,1178076.92307692,0.806962870625946,0.887659157688541,115.384615384615,230.769230769231,115.384615384615,115.384615384615,230.769230769231,115.384615384615,115.384615384615,115.384615384615,115.384615384615,230.769230769231,10000,10000,10000,1e+07,10000,10000,10000,1e+05,10000,10000
"20",1153.84615384615,2307.69230769231,1153.84615384615,1153.84615384615,2307.69230769231,1153.84615384615,2307.69230769231,11538.4615384615,1153846.15384615,1153.84615384615,0.0591666040124892,1178076.92307692,0.806962870625946,0.887659157688541,115.384615384615,230.769230769231,115.384615384615,115.384615384615,230.769230769231,115.384615384615,230.769230769231,115.384615384615,115.384615384615,115.384615384615,10000,10000,10000,10000,10000,10000,10000,1e+05,1e+07,10000
"21",1153846.15384615,1153.84615384615,2307.69230769231,1153.84615384615,2307.69230769231,1153.84615384615,1153.84615384615,2307.69230769231,1153.84615384615,11538.4615384615,0.0591666040124892,1178076.92307692,0.806962870625946,0.887659157688541,115.384615384615,115.384615384615,230.769230769231,115.384615384615,230.769230769231,115.384615384615,115.384615384615,230.769230769231,115.384615384615,115.384615384615,1e+07,10000,10000,10000,10000,10000,10000,10000,10000,1e+05
"22",2307.69230769231,1153.84615384615,1153.84615384615,2307.69230769231,1153.84615384615,2307.69230769231,1153.84615384615,1153846.15384615,11538.4615384615,1153.84615384615,0.0591666040124892,1178076.92307692,0.806962870625946,0.887659157688541,230.769230769231,115.384615384615,115.384615384615,230.769230769231,115.384615384615,230.769230769231,115.384615384615,115.384615384615,115.384615384615,115.384615384615,10000,10000,10000,10000,10000,10000,10000,1e+07,1e+05,10000
"23",1071.42857142857,2142.85714285714,2142.85714285714,2142.85714285714,10714.2857142857,1071.42857142857,2142.85714285714,1071.42857142857,1071.42857142857,1071428.57142857,0.0618890171633595,1095000,0.806084326632272,0.886692759295499,107.142857142857,214.285714285714,214.285714285714,214.285714285714,107.142857142857,107.142857142857,214.285714285714,107.142857142857,107.142857142857,107.142857142857,10000,10000,10000,10000,1e+05,10000,10000,10000,10000,1e+07
"24",1071.42857142857,2142.85714285714,10714.2857142857,1071428.57142857,2142.85714285714,1071.42857142857,2142.85714285714,1071.42857142857,2142.85714285714,1071.42857142857,0.0618890171633595,1095000,0.806084326632272,0.886692759295499,107.142857142857,214.285714285714,107.142857142857,107.142857142857,214.285714285714,107.142857142857,214.285714285714,107.142857142857,214.285714285714,107.142857142857,10000,10000,1e+05,1e+07,10000,10000,10000,10000,10000,10000
"25",1153.84615384615,1153.84615384615,2307.69230769231,2307.69230769231,230769.230769231,1153.84615384615,1153.84615384615,1153.84615384615,1153.84615384615,1153.84615384615,0.137504639584649,243461.538461538,0.776820336062042,0.854502369668247,115.384615384615,115.384615384615,230.769230769231,230.769230769231,230.769230769231,115.384615384615,115.384615384615,115.384615384615,115.384615384615,115.384615384615,10000,10000,10000,10000,1e+06,10000,10000,10000,10000,10000
"26",1875,937.5,937.5,937.5,1875,1875,937.5,1875,187500,1875,0.165851628071452,200625,0.767204757858963,0.84392523364486,187.5,93.75,93.75,93.75,187.5,187.5,93.75,187.5,187.5,187.5,10000,10000,10000,10000,10000,10000,10000,10000,1e+06,10000
"27",176470.588235294,1764.70588235294,1764.70588235294,1764.70588235294,1764.70588235294,1764.70588235294,882.352941176471,882.352941176471,1764.70588235294,882.352941176471,0.175143766516703,189705.882352941,0.762367864693446,0.838604651162791,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,88.2352941176471,88.2352941176471,176.470588235294,88.2352941176471,1e+06,10000,10000,10000,10000,10000,10000,10000,10000,10000
"28",1764.70588235294,1764.70588235294,882.352941176471,1764.70588235294,1764.70588235294,176470.588235294,882.352941176471,1764.70588235294,1764.70588235294,882.352941176471,0.175143766516703,189705.882352941,0.762367864693446,0.838604651162791,176.470588235294,176.470588235294,88.2352941176471,176.470588235294,176.470588235294,176.470588235294,88.2352941176471,176.470588235294,176.470588235294,88.2352941176471,10000,10000,10000,10000,10000,1e+06,10000,10000,10000,10000
"29",1250,1250,12500,1250,1250,1250,2500,1250,250000,1250,0.190635625688866,273750,0.771689497716895,0.848858447488585,125,125,125,125,125,125,250,125,250,125,10000,10000,1e+05,10000,10000,10000,10000,10000,1e+06,10000
"30",1250,12500,1250,250000,1250,2500,1250,1250,1250,1250,0.190635625688866,273750,0.771689497716895,0.848858447488585,125,125,125,250,125,250,125,125,125,125,10000,1e+05,10000,1e+06,10000,10000,10000,10000,10000,10000
"31",1153.84615384615,230769.230769231,1153.84615384615,11538.4615384615,2307.69230769231,1153.84615384615,2307.69230769231,1153.84615384615,1153.84615384615,1153.84615384615,0.199649412115605,253846.153846154,0.769421487603306,0.846363636363636,115.384615384615,230.769230769231,115.384615384615,115.384615384615,230.769230769231,115.384615384615,230.769230769231,115.384615384615,115.384615384615,115.384615384615,10000,1e+06,10000,1e+05,10000,10000,10000,10000,10000,10000
"32",1153.84615384615,1153.84615384615,11538.4615384615,2307.69230769231,1153.84615384615,230769.230769231,1153.84615384615,2307.69230769231,1153.84615384615,1153.84615384615,0.199649412115605,253846.153846154,0.769421487603306,0.846363636363636,115.384615384615,115.384615384615,115.384615384615,230.769230769231,115.384615384615,230.769230769231,115.384615384615,230.769230769231,115.384615384615,115.384615384615,10000,10000,1e+05,10000,10000,1e+06,10000,10000,10000,10000
"33",11538.4615384615,230769.230769231,2307.69230769231,1153.84615384615,1153.84615384615,2307.69230769231,1153.84615384615,1153.84615384615,1153.84615384615,1153.84615384615,0.199649412115605,253846.153846154,0.769421487603306,0.846363636363636,115.384615384615,230.769230769231,230.769230769231,115.384615384615,115.384615384615,230.769230769231,115.384615384615,115.384615384615,115.384615384615,115.384615384615,1e+05,1e+06,10000,10000,10000,10000,10000,10000,10000,10000
"34",2142.85714285714,214285.714285714,1071.42857142857,1071.42857142857,1071.42857142857,1071.42857142857,2142.85714285714,2142.85714285714,10714.2857142857,1071.42857142857,0.208590558269816,236785.714285714,0.76635129576306,0.842986425339367,214.285714285714,214.285714285714,107.142857142857,107.142857142857,107.142857142857,107.142857142857,214.285714285714,214.285714285714,107.142857142857,107.142857142857,10000,1e+06,10000,10000,10000,10000,10000,10000,1e+05,10000
"35",2142.85714285714,1071.42857142857,1071.42857142857,2142.85714285714,1071.42857142857,214285.714285714,2142.85714285714,1071.42857142857,1071.42857142857,10714.2857142857,0.208590558269816,236785.714285714,0.76635129576306,0.842986425339367,214.285714285714,107.142857142857,107.142857142857,214.285714285714,107.142857142857,214.285714285714,214.285714285714,107.142857142857,107.142857142857,107.142857142857,10000,10000,10000,10000,10000,1e+06,10000,10000,10000,1e+05
"36",10714.2857142857,2142.85714285714,2142.85714285714,1071.42857142857,1071.42857142857,1071.42857142857,214285.714285714,2142.85714285714,1071.42857142857,1071.42857142857,0.208590558269816,236785.714285714,0.76635129576306,0.842986425339367,107.142857142857,214.285714285714,214.285714285714,107.142857142857,107.142857142857,107.142857142857,214.285714285714,214.285714285714,107.142857142857,107.142857142857,1e+05,10000,10000,10000,10000,10000,1e+06,10000,10000,10000
"37",10714.2857142857,1071.42857142857,2142.85714285714,214285.714285714,1071.42857142857,2142.85714285714,1071.42857142857,1071.42857142857,1071.42857142857,2142.85714285714,0.208590558269816,236785.714285714,0.76635129576306,0.842986425339367,107.142857142857,107.142857142857,214.285714285714,214.285714285714,107.142857142857,214.285714285714,107.142857142857,107.142857142857,107.142857142857,214.285714285714,1e+05,10000,10000,1e+06,10000,10000,10000,10000,10000,10000
"38",1071.42857142857,2142.85714285714,2142.85714285714,1071.42857142857,214285.714285714,2142.85714285714,1071.42857142857,1071.42857142857,1071.42857142857,10714.2857142857,0.208590558269816,236785.714285714,0.76635129576306,0.842986425339367,107.142857142857,214.285714285714,214.285714285714,107.142857142857,214.285714285714,214.285714285714,107.142857142857,107.142857142857,107.142857142857,107.142857142857,10000,10000,10000,10000,1e+06,10000,10000,10000,10000,1e+05
"39",2e+05,1000,1000,2000,2000,1000,2000,1000,10000,2000,0.217460005540242,222000,0.762489762489763,0.838738738738739,200,100,100,200,200,100,200,100,100,200,1e+06,10000,10000,10000,10000,10000,10000,10000,1e+05,10000
"40",1000,10000,1000,1000,2000,1000,2e+05,2000,2000,2000,0.217460005540242,222000,0.762489762489763,0.838738738738739,100,100,100,100,200,100,200,200,200,200,10000,1e+05,10000,10000,10000,10000,1e+06,10000,10000,10000
"41",10714.2857142857,21428.5714285714,107142.857142857,10714.2857142857,10714.2857142857,214285.714285714,2142.85714285714,214285.714285714,1071.42857142857,1071428.57142857,0.501516170364618,1663928.57142857,0.679447403851782,0.747392144236961,107.142857142857,214.285714285714,107.142857142857,107.142857142857,107.142857142857,214.285714285714,214.285714285714,214.285714285714,107.142857142857,107.142857142857,1e+05,1e+05,1e+06,1e+05,1e+05,1e+06,10000,1e+06,10000,1e+07
"42",1071.42857142857,214285.714285714,2142.85714285714,1071428.57142857,1071.42857142857,1071.42857142857,10714.2857142857,214285.714285714,21428.5714285714,1071428.57142857,0.529400543304164,2608928.57142857,0.656449505320142,0.722094455852156,107.142857142857,214.285714285714,214.285714285714,107.142857142857,107.142857142857,107.142857142857,107.142857142857,214.285714285714,214.285714285714,107.142857142857,10000,1e+06,10000,1e+07,10000,10000,1e+05,1e+06,1e+05,1e+07
"43",1250000,12500,1250,25000,125000,1250,1250,125000,2500,1250000,0.469356874266789,2793750,0.682652023591621,0.750917225950783,125,125,125,250,125,125,125,125,250,125,1e+07,1e+05,10000,1e+05,1e+06,10000,10000,1e+06,10000,1e+07
"44",1363.63636363636,1363.63636363636,13636.3636363636,136363.636363636,272727.272727273,13636.3636363636,1363.63636363636,1363636.36363636,1363636.36363636,1363.63636363636,0.491792922714508,3169090.90909091,0.67579408543264,0.743373493975904,136.363636363636,136.363636363636,136.363636363636,136.363636363636,272.727272727273,136.363636363636,136.363636363636,136.363636363636,136.363636363636,136.363636363636,10000,10000,1e+05,1e+06,1e+06,1e+05,10000,1e+07,1e+07,10000
"45",1250,1250,125000,125000,125000,125000,2500,1250000,2500,125000,0.520982926723476,1882500,0.631896655801038,0.695086321381142,125,125,125,125,125,125,250,125,250,125,10000,10000,1e+06,1e+06,1e+06,1e+06,10000,1e+07,10000,1e+06
"46",214285.714285714,214285.714285714,1071.42857142857,214285.714285714,107142.857142857,1071.42857142857,1071.42857142857,2142.85714285714,1071.42857142857,1071428.57142857,0.546621431644097,1827857.14285714,0.64339763401897,0.707737397420868,214.285714285714,214.285714285714,107.142857142857,214.285714285714,107.142857142857,107.142857142857,107.142857142857,214.285714285714,107.142857142857,107.142857142857,1e+06,1e+06,10000,1e+06,1e+06,10000,10000,10000,10000,1e+07
"47",1875,18750,937.5,937500,93750,937500,18750,18750,187500,18750,0.538311428507915,2234062.5,0.652996604738107,0.718296265211918,187.5,187.5,93.75,93.75,93.75,93.75,187.5,187.5,187.5,187.5,10000,1e+05,10000,1e+07,1e+06,1e+07,1e+05,1e+05,1e+06,1e+05
"48",214285.714285714,107142.857142857,2142.85714285714,2142.85714285714,107142.857142857,10714.2857142857,107142.857142857,2142.85714285714,1071.42857142857,1071428.57142857,0.496732331540336,1625357.14285714,0.674237430334991,0.741661173368491,214.285714285714,107.142857142857,214.285714285714,214.285714285714,107.142857142857,107.142857142857,107.142857142857,214.285714285714,107.142857142857,107.142857142857,1e+06,1e+06,10000,10000,1e+06,1e+05,1e+06,10000,10000,1e+07
"49",1875,1875,18750,9375,187500,93750,18750,18750,937500,93750,0.48907284386544,1381875,0.682003207104971,0.750203527815468,187.5,187.5,187.5,93.75,187.5,93.75,187.5,187.5,93.75,93.75,10000,10000,1e+05,1e+05,1e+06,1e+06,1e+05,1e+05,1e+07,1e+06
"50",1000,1e+05,1e+06,20000,2e+05,1e+05,20000,2000,2000,1000,0.453770423704009,1446000,0.702124984282661,0.772337482710927,100,100,100,200,200,100,200,200,200,100,10000,1e+06,1e+07,1e+05,1e+06,1e+06,1e+05,10000,10000,10000
"51",1875,187500,1875,18750,9375,187500,937500,18750,9375,93750,0.512870177064745,1466250,0.673564287375029,0.740920716112532,187.5,187.5,187.5,187.5,93.75,187.5,93.75,187.5,93.75,93.75,10000,1e+06,10000,1e+05,1e+05,1e+06,1e+07,1e+05,1e+05,1e+06
"52",2142.85714285714,214285.714285714,1071428.57142857,2142.85714285714,10714.2857142857,107142.857142857,107142.857142857,21428.5714285714,1071.42857142857,10714.2857142857,0.455763543266455,1548214.28571429,0.701289713746461,0.771418685121107,214.285714285714,214.285714285714,107.142857142857,214.285714285714,107.142857142857,107.142857142857,107.142857142857,214.285714285714,107.142857142857,107.142857142857,10000,1e+06,1e+07,10000,1e+05,1e+06,1e+06,1e+05,10000,1e+05
"53",1666.66666666667,16666.6666666667,166666.666666667,16666.6666666667,16666.6666666667,1666.66666666667,1666.66666666667,8333.33333333333,833.333333333333,16666.6666666667,0.533044062920247,247500,0.633914906642179,0.697306397306397,166.666666666667,166.666666666667,166.666666666667,166.666666666667,166.666666666667,166.666666666667,166.666666666667,83.3333333333333,83.3333333333333,166.666666666667,10000,1e+05,1e+06,1e+05,1e+05,10000,10000,1e+05,10000,1e+05
"54",937.5,9375,93750,18750,187500,1875,1875,1875,1875,937.5,0.476670567008762,318750,0.694652406417112,0.764117647058824,93.75,93.75,93.75,187.5,187.5,187.5,187.5,187.5,187.5,93.75,10000,1e+05,1e+06,1e+05,1e+06,10000,10000,10000,10000,10000
"55",2000,1000,2000,1e+05,1000,10000,2e+05,10000,20000,2000,0.507002292739513,348000,0.680773249738767,0.748850574712644,200,100,200,100,100,100,200,100,200,200,10000,10000,10000,1e+06,10000,1e+05,1e+06,1e+05,1e+05,10000
"56",1071.42857142857,1071.42857142857,107142.857142857,10714.2857142857,2142.85714285714,10714.2857142857,2142.85714285714,21428.5714285714,214285.714285714,10714.2857142857,0.536195169240482,381428.571428571,0.663432073544433,0.729775280898876,107.142857142857,107.142857142857,107.142857142857,107.142857142857,214.285714285714,107.142857142857,214.285714285714,214.285714285714,214.285714285714,107.142857142857,10000,10000,1e+06,1e+05,10000,1e+05,10000,1e+05,1e+06,1e+05
"57",1764.70588235294,1764.70588235294,1764.70588235294,1764.70588235294,176470.588235294,88235.294117647,176470.588235294,8823.52941176471,1764.70588235294,882.352941176471,0.541363062604261,459705.882352941,0.644041179549817,0.708445297504799,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,88.2352941176471,176.470588235294,88.2352941176471,176.470588235294,88.2352941176471,10000,10000,10000,10000,1e+06,1e+06,1e+06,1e+05,10000,10000
"58",1764.70588235294,17647.0588235294,17647.0588235294,1764.70588235294,88235.294117647,882.352941176471,176470.588235294,1764.70588235294,882.352941176471,1764.70588235294,0.502195361708369,308823.529411765,0.682597402597403,0.750857142857143,176.470588235294,176.470588235294,176.470588235294,176.470588235294,88.2352941176471,88.2352941176471,176.470588235294,176.470588235294,88.2352941176471,176.470588235294,10000,1e+05,1e+05,10000,1e+06,10000,1e+06,10000,10000,10000
"59",2000,2e+05,1000,1000,20000,2000,1e+05,2000,1000,10000,0.471105954781077,339000,0.698042370608742,0.767846607669617,200,200,100,100,200,200,100,200,100,100,10000,1e+06,10000,10000,1e+05,10000,1e+06,10000,10000,1e+05
